year,stand,site,soilcore,depthcm,depthname,treatment,species,lifeform,status,status_native,status_nonnative,lifecycle,family,totalcount,NOTES,INT_unknownID,,
2017,degraded,DEG2,5,4,deep,ovenchar,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,10,,,,
2017,degraded,DEG2,5,0,surface,charate,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,5,,,,
2017,degraded,DEG2,5,0,surface,control,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,2,,,,
2017,degraded,DEG2,5,0,surface,oven,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,8,,,,
2017,degraded,DEG2,5,0,surface,ovenchar,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,6,,,,
2017,degraded,DEG2,6,4,deep,charate,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,0,,,,
2017,degraded,DEG2,6,4,deep,control,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,1,,,,
2017,degraded,DEG2,6,4,deep,oven,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,5,,,,
2017,degraded,DEG2,6,4,deep,ovenchar,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,10,,,,
2017,degraded,DEG2,6,0,surface,charate,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,0,,,,
2017,degraded,DEG2,6,0,surface,control,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,0,,,,
2017,degraded,DEG2,6,0,surface,oven,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,2,,,,
2017,degraded,DEG2,6,0,surface,ovenchar,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,0,,,,
2017,degraded,DEG2,7,4,deep,charate,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,0,,,,
2017,degraded,DEG2,7,4,deep,control,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,1,,,,
2017,degraded,DEG2,7,4,deep,oven,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,0,,,,
2017,degraded,DEG2,7,4,deep,ovenchar,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,1,,,,
2017,degraded,DEG2,7,0,surface,charate,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,0,,,,
2017,degraded,DEG2,7,0,surface,control,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,0,,,,
2017,degraded,DEG2,7,0,surface,oven,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,1,,,,
2017,degraded,DEG2,7,0,surface,ovenchar,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,1,,,,
2019,enhanced,ENH1,1,0,surface,control,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,1,,,,
2019,enhanced,ENH1,2,4,deep,ovenchar,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,3,,,,
2019,enhanced,ENH1,3,0,surface,control,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,1,,,,
2019,enhanced,ENH2,5,0,surface,oven,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,1,,,,
2019,enhanced,ENH2,6,0,surface,oven,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,1,,,,
2019,enhanced,ENH2,7,4,deep,oven,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,1,,,,
2019,enhanced,ENH2,7,0,surface,oven,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,2,,,,
2019,enhanced,ENH2,10,4,deep,ovenchar,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,3,,,,
2019,enhanced,ENH2,10,0,surface,control,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,2,,,,
2019,enhanced,ENH2,10,0,surface,oven,Acmispon maritimus,herb,native,native,,Annual,Fabaceae,1,,,,
2019,enhanced,ENH1,1,4,deep,ovenchar,Acmispon spp.,herb,native,native,,,Fabaceae,1,"need to check for picture - either glaber, maritimus, or strigosus",,,
2019,enhanced,ENH2,7,0,surface,ovenchar,Acmispon spp.,herb,native,native,,,Fabaceae,1,,,,
2019,enhanced,ENH2,9,4,deep,ovenchar,Acmispon spp.,herb,native,native,,,Fabaceae,1,,,,
2019,enhanced,ENH2,9,0,surface,oven,Acmispon spp.,herb,native,native,,,Fabaceae,1,,,,
2019,enhanced,ENH2,7,0,surface,control,Acmispon strigosus,herb,native,native,,annual,Fabaceae,1,,,,
2019,enhanced,ENH2,9,0,surface,ovenchar,Acmispon strigosus,herb,native,native,,annual,Fabaceae,1,,,,
2017,degraded,DEG1,1,4,deep,charate,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG1,1,4,deep,control,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG1,1,4,deep,oven,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG1,1,4,deep,ovenchar,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG1,1,0,surface,charate,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG1,1,0,surface,control,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG1,1,0,surface,oven,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG1,1,0,surface,ovenchar,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG1,2,4,deep,charate,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG1,2,4,deep,control,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG1,2,4,deep,oven,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG1,2,4,deep,ovenchar,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG1,2,0,surface,charate,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG1,2,0,surface,control,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,1,,,,
2017,degraded,DEG1,2,0,surface,oven,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,1,,,,
2017,degraded,DEG1,2,0,surface,ovenchar,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG1,3,4,deep,charate,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG1,3,4,deep,control,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG1,3,4,deep,oven,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,1,,,,
2017,degraded,DEG1,3,4,deep,ovenchar,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG1,3,0,surface,charate,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG1,3,0,surface,control,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG1,3,0,surface,oven,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG1,3,0,surface,ovenchar,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,1,,,,
2017,degraded,DEG1,4,4,deep,charate,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG1,4,4,deep,control,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG1,4,4,deep,oven,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG1,4,4,deep,ovenchar,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG1,4,0,surface,charate,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG1,4,0,surface,control,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG1,4,0,surface,oven,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG1,4,0,surface,ovenchar,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG2,5,4,deep,charate,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG2,5,4,deep,control,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG2,5,4,deep,oven,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG2,5,4,deep,ovenchar,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG2,5,0,surface,charate,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG2,5,0,surface,control,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG2,5,0,surface,oven,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG2,5,0,surface,ovenchar,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG2,6,4,deep,charate,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG2,6,4,deep,control,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG2,6,4,deep,oven,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG2,6,4,deep,ovenchar,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG2,6,0,surface,charate,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG2,6,0,surface,control,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG2,6,0,surface,oven,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG2,6,0,surface,ovenchar,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG2,7,4,deep,charate,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG2,7,4,deep,control,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG2,7,4,deep,oven,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG2,7,4,deep,ovenchar,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG2,7,0,surface,charate,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG2,7,0,surface,control,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG2,7,0,surface,oven,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2017,degraded,DEG2,7,0,surface,ovenchar,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,0,,,,
2019,enhanced,ENH1,1,0,surface,oven,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,1,,,,
2019,enhanced,ENH1,3,0,surface,control,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,1,,,,
2019,enhanced,ENH2,5,0,surface,oven,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,1,,,,
2019,enhanced,ENH2,6,4,deep,control,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,1,,,,
2019,enhanced,ENH2,6,0,surface,oven,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,1,,,,
2019,enhanced,ENH2,6,0,surface,ovenchar,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,2,,,,
2019,enhanced,ENH2,7,0,surface,control,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,2,,,,
2019,enhanced,ENH2,10,0,surface,oven,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,1,,,,
2019,enhanced,ENH2,10,0,surface,ovenchar,Artemisia californica,Shrub,native,native,,Perennial,Asteraceae,1,,,,
2017,degraded,DEG1,1,4,deep,charate,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG1,1,4,deep,control,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG1,1,4,deep,oven,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG1,1,4,deep,ovenchar,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG1,1,0,surface,charate,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,1,,,,
2017,degraded,DEG1,1,0,surface,control,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG1,1,0,surface,oven,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG1,1,0,surface,ovenchar,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG1,2,4,deep,charate,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG1,2,4,deep,control,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG1,2,4,deep,oven,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG1,2,4,deep,ovenchar,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,1,,,,
2017,degraded,DEG1,2,0,surface,charate,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG1,2,0,surface,control,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG1,2,0,surface,oven,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG1,2,0,surface,ovenchar,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG1,3,4,deep,charate,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG1,3,4,deep,control,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG1,3,4,deep,oven,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,1,,,,
2017,degraded,DEG1,3,4,deep,ovenchar,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG1,3,0,surface,charate,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG1,3,0,surface,control,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG1,3,0,surface,oven,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG1,3,0,surface,ovenchar,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG1,4,4,deep,charate,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG1,4,4,deep,control,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG1,4,4,deep,oven,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG1,4,4,deep,ovenchar,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG1,4,0,surface,charate,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,1,,,,
2017,degraded,DEG1,4,0,surface,control,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG1,4,0,surface,oven,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG1,4,0,surface,ovenchar,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG2,5,4,deep,charate,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG2,5,4,deep,control,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG2,5,4,deep,oven,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG2,5,4,deep,ovenchar,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG2,5,0,surface,charate,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG2,5,0,surface,control,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG2,5,0,surface,oven,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG2,5,0,surface,ovenchar,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG2,6,4,deep,charate,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG2,6,4,deep,control,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG2,6,4,deep,oven,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG2,6,4,deep,ovenchar,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG2,6,0,surface,charate,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG2,6,0,surface,control,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG2,6,0,surface,oven,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG2,6,0,surface,ovenchar,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG2,7,4,deep,charate,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG2,7,4,deep,control,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG2,7,4,deep,oven,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG2,7,4,deep,ovenchar,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG2,7,0,surface,charate,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG2,7,0,surface,control,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG2,7,0,surface,oven,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2017,degraded,DEG2,7,0,surface,ovenchar,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,0,,,,
2019,enhanced,ENH2,5,0,surface,oven,Astragalus trichopodus,herb,native,native,,perennial,Fabaceae,1,,,,
2019,enhanced,ENH2,6,0,surface,charate,Avena barbata,Grass,nonnative,,nonnative,Annual,Poaceae,3,,,,
2019,enhanced,ENH2,6,0,surface,control,Avena barbata,Grass,nonnative,,nonnative,Annual,Poaceae,3,,,,
2019,enhanced,ENH2,6,0,surface,ovenchar,Avena barbata,Grass,nonnative,,nonnative,Annual,Poaceae,5,Either barbata or fatua,,,
2019,enhanced,ENH2,7,0,surface,charate,Avena barbata,Grass,nonnative,,nonnative,Annual,Poaceae,3,,,,
2019,enhanced,ENH2,7,0,surface,control,Avena barbata,Grass,nonnative,,nonnative,Annual,Poaceae,2,,,,
2019,enhanced,ENH2,7,0,surface,ovenchar,Avena barbata,Grass,nonnative,,nonnative,Annual,Poaceae,1,,,,
2019,enhanced,ENH2,8,0,surface,oven,Avena barbata,Grass,nonnative,,nonnative,Annual,Poaceae,3,oven_1,,,
2019,enhanced,ENH2,8,0,surface,ovenchar,Avena barbata,Grass,nonnative,,nonnative,Annual,Poaceae,3,oven+charate_2,,,
2019,enhanced,ENH2,9,0,surface,charate,Avena barbata,Grass,nonnative,,nonnative,Annual,Poaceae,4,charate,,,
2019,enhanced,ENH2,9,0,surface,control,Avena barbata,Grass,nonnative,,nonnative,Annual,Poaceae,9,control,,,
2019,enhanced,ENH2,9,0,surface,oven,Avena barbata,Grass,nonnative,,nonnative,Annual,Poaceae,7,oven,,,
2019,enhanced,ENH2,9,0,surface,ovenchar,Avena barbata,Grass,nonnative,,nonnative,Annual,Poaceae,10,ovenchar,,,
2019,enhanced,ENH2,10,4,deep,charate,Avena barbata,Grass,nonnative,,nonnative,Annual,Poaceae,1,charate,,,
2019,enhanced,ENH2,10,0,surface,charate,Avena barbata,Grass,nonnative,,nonnative,Annual,Poaceae,10,charate,,,
2019,enhanced,ENH2,10,0,surface,control,Avena barbata,Grass,nonnative,,nonnative,Annual,Poaceae,11,control,,,
2019,enhanced,ENH2,10,0,surface,oven,Avena barbata,Grass,nonnative,,nonnative,Annual,Poaceae,10,oven,,,
2019,enhanced,ENH2,10,0,surface,ovenchar,Avena barbata,Grass,nonnative,,nonnative,Annual,Poaceae,12,ovenchar,,,
2017,degraded,DEG1,1,4,deep,charate,Brassicaceae Family ,herb,nonnative,,nonnative,Annual,Brassicaceae,8,Brassicaceae Family (HIIN or RARU),,,
2017,degraded,DEG1,1,4,deep,control,Brassicaceae Family ,herb,nonnative,,nonnative,Annual,Brassicaceae,7,Brassicaceae Family (HIIN or RARU),,,
2017,degraded,DEG1,1,4,deep,oven,Brassicaceae Family ,herb,nonnative,,nonnative,Annual,Brassicaceae,9,Brassicaceae Family (HIIN or RARU),,,
2017,degraded,DEG1,1,4,deep,ovenchar,Brassicaceae Family ,herb,nonnative,,nonnative,Annual,Brassicaceae,2,Brassicaceae Family (HIIN or RARU),,,
2017,degraded,DEG1,1,0,surface,charate,Brassicaceae Family ,herb,nonnative,,nonnative,Annual,Brassicaceae,4,Brassicaceae Family (HIIN or RARU),,,
2017,degraded,DEG1,1,0,surface,control,Brassicaceae Family ,herb,nonnative,,nonnative,Annual,Brassicaceae,3,Brassicaceae Family (HIIN or RARU),,,
2017,degraded,DEG1,1,0,surface,oven,Brassicaceae Family ,herb,nonnative,,nonnative,Annual,Brassicaceae,0,Brassicaceae Family (HIIN or RARU),,,
2017,degraded,DEG1,1,0,surface,ovenchar,Brassicaceae Family ,herb,nonnative,,nonnative,Annual,Brassicaceae,7,Brassicaceae Family (HIIN or RARU),,,
2017,degraded,DEG1,2,4,deep,charate,Brassicaceae Family ,herb,nonnative,,nonnative,Annual,Brassicaceae,1,Brassicaceae Family (HIIN or RARU),,,
2017,degraded,DEG1,2,4,deep,control,Brassicaceae Family ,herb,nonnative,,nonnative,Annual,Brassicaceae,1,Brassicaceae Family (HIIN or RARU),,,
2017,degraded,DEG1,2,4,deep,oven,Brassicaceae Family ,herb,nonnative,,nonnative,Annual,Brassicaceae,0,Brassicaceae Family (HIIN or RARU),,,
2017,degraded,DEG1,2,4,deep,ovenchar,Brassicaceae Family ,herb,nonnative,,nonnative,Annual,Brassicaceae,0,Brassicaceae Family (HIIN or RARU),,,
2017,degraded,DEG1,2,0,surface,charate,Brassicaceae Family ,herb,nonnative,,nonnative,Annual,Brassicaceae,0,Brassicaceae Family (HIIN or RARU),,,
2017,degraded,DEG1,2,0,surface,control,Brassicaceae Family ,herb,nonnative,,nonnative,Annual,Brassicaceae,1,Brassicaceae Family (HIIN or RARU),,,
