year,site,rep,standtype,transectsite,status,lifeform,family,species,lifespan,lifestage,link to tab: belt_byspecies => https://docs.google.com/spreadsheets/d/1JG8udkjru26Z6zy7LwNiDczkgRrB42tNG_wnW2O2R60/edit?usp=sharing
2019,INT3,3,Intact3,3,native,shrub,Asteraceae,Artemisia californica,perennial,mature,
2019,INT3,3,Intact3,3,native,shrub,Asteraceae,Artemisia californica,perennial,mature,
2019,INT3,3,Intact3,3,native,shrub,Asteraceae,Artemisia californica,perennial,mature,
2019,INT3,3,Intact3,3,native,shrub,Asteraceae,Artemisia californica,perennial,mature,
2019,INT3,3,Intact3,3,native,shrub,Asteraceae,Artemisia californica,perennial,mature,
2019,1,3,ENH1,3,native,shrub,Asteraceae,Artemisia californica,perennial,immature,
2019,1,3,ENH1,3,native,shrub,Asteraceae,Artemisia californica,perennial,mature,
2019,1,3,ENH1,3,native,shrub,Asteraceae,Artemisia californica,perennial,immature,
2019,1,3,ENH1,3,native,shrub,Asteraceae,Artemisia californica,perennial,mature,
2019,1,1,DEG1,1,non-native,grass,Poaceae,Avena barbata,annual,not a shrub,
2019,1,3,DEG1,3,non-native,grass,Poaceae,Avena barbata,annual,not a shrub,
2019,INT1,1,Intact1,1,non-native,grass,Poaceae,Avena barbata,annual,not a shrub,
2019,1,2,DEG1,2,native,shrub,Asteraceae,Baccharis pilularis,perennial,mature,
2019,1,3,ENH1,3,native,shrub,Asteraceae,Baccharis pilularis,perennial,resprout,
2019,2,5,DEG2,2,native,herb,Amaranthaceae,Chenopodium californicum,perennial,not a shrub,
2019,2,6,DEG2,3,native,herb,Amaranthaceae,Chenopodium californicum,perennial,not a shrub,
2019,INT1,1,Intact1,1,non-native,grass,Poaceae,Bromus diandrus,annual,not a shrub,
2019,INT2,2,Intact2,2,non-native,grass,Poaceae,Bromus diandrus,annual,not a shrub,
2019,INT3,3,Intact3,3,non-native,grass,Poaceae,Bromus diandrus,annual,not a shrub,
2019,INT3,3,Intact3,3,non-native,grass,Poaceae,Bromus hordeaceus,annual,not a shrub,
2019,INT3,3,Intact3,3,non-native,grass,Poaceae,Bromus madritensis,annual,not a shrub,
2019,1,1,DEG1,1,non-native,grass,Poaceae,Bromus rubens,annual,not a shrub,
2019,1,3,DEG1,3,non-native,grass,Poaceae,Bromus rubens,annual,not a shrub,
2019,INT1,1,Intact1,1,non-native,grass,Poaceae,Bromus rubens,annual,not a shrub,
2019,INT2,2,Intact2,2,non-native,grass,Poaceae,Bromus rubens,annual,not a shrub,
2019,1,1,ENH1,1,native,herb,Convolvulaceae,Calystegia macrostegia,perennial,not a shrub,
2019,1,1,ENH1,1,native,herb,Liliaceae,Calochortus clavatus,perennial,not a shrub,
2019,INT2,2,Intact2,2,native,herb,Liliaceae,Calochortus clavatus,perennial,not a shrub,
2019,INT1,1,Intact1,1,native,herb,Asteraceae,Carduus pycnocephalus,annual,not a shrub,
2019,INT3,3,Intact3,3,native,shrub,Rhamnaceae,Cenothus oliganthus,perennial,immature,
2019,INT3,3,Intact3,3,native,shrub,Rhamnaceae,Cenothus oliganthus,perennial,mature,
2019,INT1,1,Intact1,1,native,herb,Agavaceae,Chlorogalum pomeridianum,perennial,not a shrub,
2019,INT2,2,Intact2,2,native,herb,Apiaceae,Apiastrum angustifolium,annual,not a shrub,
2019,1,2,ENH1,2,native,herb,Montiaceae,Claytonia perfoliata,annual,not a shrub,
2019,1,3,ENH1,3,native,shrub,Namaceae,Eriodictyon crassifolium,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Namaceae,Eriodictyon crassifolium,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Namaceae,Eriodictyon crassifolium,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Namaceae,Eriodictyon crassifolium,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Namaceae,Eriodictyon crassifolium,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Namaceae,Eriodictyon crassifolium,perennial,mature,
2019,1,3,ENH1,3,native,shrub,Namaceae,Eriodictyon crassifolium,perennial,mature,
2019,1,3,ENH1,3,native,shrub,Namaceae,Eriodictyon crassifolium,perennial,mature,
2019,1,3,ENH1,3,native,shrub,Namaceae,Eriodictyon crassifolium,perennial,mature,
2019,1,3,ENH1,3,native,shrub,Namaceae,Eriodictyon crassifolium,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Namaceae,Eriodictyon crassifolium,perennial,dead,
2019,INT3,3,Intact3,3,native,shrub,Namaceae,Eriodictyon crassifolium,perennial,seedling,
2019,1,3,ENH1,3,native,shrub,Namaceae,Eriodictyon crassifolium,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Namaceae,Eriodictyon crassifolium,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Namaceae,Eriodictyon crassifolium,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Namaceae,Eriodictyon crassifolium,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Namaceae,Eriodictyon crassifolium,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Namaceae,Eriodictyon crassifolium,perennial,mature,
2019,1,3,ENH1,3,native,shrub,Namaceae,Eriodictyon crassifolium,perennial,mature,
2019,1,3,ENH1,3,native,shrub,Namaceae,Eriodictyon crassifolium,perennial,mature,
2019,1,3,ENH1,3,native,shrub,Namaceae,Eriodictyon crassifolium,perennial,mature,
2019,1,3,ENH1,3,native,shrub,Namaceae,Eriodictyon crassifolium,perennial,immature,
2019,1,3,ENH1,3,native,shrub,Namaceae,Eriodictyon crassifolium,perennial,seedling,
2019,1,3,ENH1,3,native,shrub,Namaceae,Eriodictyon crassifolium,perennial,immature,
2019,1,3,ENH1,3,native,shrub,Namaceae,Eriodictyon crassifolium,perennial,immature,
2019,2,4,DEG2,1,native,shrub,Polygonaceae,Eriogonum fasciculatum,perennial,mature,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,immature,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,immature,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,dead,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,dead,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,dead,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,dead,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,dead,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,dead,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,dead,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,dead,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,dead,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,dead,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,dead,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,dead,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,dead,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,dead,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,dead,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,dead,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,dead,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,dead,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,dead,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,dead,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,mature,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,mature,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,mature,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,mature,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,mature,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,mature,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,mature,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,mature,
2019,INT1,1,Intact1,1,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,mature,
2019,INT2,2,Intact2,2,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,immature,
2019,INT2,2,Intact2,2,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,mature,
2019,INT2,2,Intact2,2,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,mature,
2019,INT2,2,Intact2,2,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,mature,
2019,INT2,2,Intact2,2,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,mature,
2019,INT2,2,Intact2,2,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,mature,
2019,INT2,2,Intact2,2,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,mature,
2019,INT2,2,Intact2,2,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,mature,
2019,INT2,2,Intact2,2,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,mature,
2019,INT3,3,Intact3,3,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,immature,
2019,INT3,3,Intact3,3,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,immature,
2019,INT3,3,Intact3,3,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,mature,
2019,INT3,3,Intact3,3,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,mature,
2019,INT3,3,Intact3,3,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,mature,
2019,INT3,3,Intact3,3,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,mature,
2019,INT3,3,Intact3,3,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,mature,
2019,INT3,3,Intact3,3,native,shrub,Rosaceae,Heteromeles arbutifolia,perennial,mature,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
