"","species","NMDS1","NMDS2","pvals"
"78","Rhus ovata_resprout_dn",0,0,1
"79","Rhus ovata_seedling_dn",0.471398864423848,-0.000796333721818168,0.879
"80","Salvia apiana_dead_dn",0,0,1
"81","Salvia apiana_immature_dn",0,0,1
"82","Salvia apiana_mature_dn",-0.547988579552222,0.00130340252260424,0.297
"83","Salvia apiana_resprout_dn",0,0,1
"84","Salvia apiana_seedling_dn",0,0,1
"85","Salvia leucophylla_dead_dn",0,0,1
"86","Salvia leucophylla_immature_dn",0.784361567128415,-0.00155481369796524,0.112
"87","Salvia leucophylla_mature_dn",0.125497602611864,0.144442013308395,0.877
"88","Salvia leucophylla_resprout_dn",-0.323821866364798,-0.558396794330223,0.273
"89","Salvia leucophylla_seedling_dn",0.471398864423848,-0.000796333721818168,0.879
"90","Sambucus mexicana_dead_dn",0,0,1
"91","Sambucus mexicana_immature_dn",-0.321406411260099,0.55963287677624,0.57
"92","Sambucus mexicana_mature_dn",0,0,1
"93","Sambucus mexicana_resprout_dn",0,0,1
"94","Sambucus mexicana_seedling_dn",0,0,1
"95","unknown5 shrub_dead_dn",0,0,1
"96","unknown5 shrub_immature_dn",0,0,1
"97","unknown5 shrub_mature_dn",-0.321843413356974,0.559695564116609,0.139
"98","unknown5 shrub_resprout_dn",0,0,1
"99","unknown5 shrub_seedling_dn",0,0,1
"100","Acmispon glaber_sd",0.0243016812615185,0.940077379208835,0.007
"101","Acmispon maritimus_sd",-0.751563184057824,0.0955570283336797,0.223
"102","Acmispon strigosus_sd",-0.321843413356974,0.559695564116609,0.139
"103","Apiastrum angustifolium_sd",0.912260042248915,-0.00210834366805352,0.05
"104","Artemisia californica_sd",0.684499855309136,0.534459242408592,0.044
"105","Asclepias fascicularis_sd",-0.321406411260099,0.55963287677624,0.57
"106","Astragalus trichopodus_sd",0.778045027274026,0.328051350892358,0.072
"107","Avena barbara_sd",-0.321843413356974,0.559695564116609,0.139
"108","Bromus spp._sd",-0.402352731729048,0.913218960677772,0.002
"109","Calochortus clavatus_sd",-0.484933670507172,0.843735008904704,0.024
"110","Carduus pycnocephalus_sd",0.47119690190571,-0.0012710321424121,1
"111","Ceanothus oliganthus_sd",0.47119690190571,-0.0012710321424121,1
"112","Centaurea melitensis_sd",-0.323741984743838,0.864833304492135,0.113
"113","Claytonia parviflora_sd",0.725696639210873,-0.00143342893249631,0.149
"114","Claytonia perfoliata_sd",0.977880911216364,-0.00219646612238495,0.011
"115","Croton setiger_sd",-0.323821866364798,-0.558396794330224,0.273
"116","Cryptantha spp._sd",0.464182259449733,-0.0170777877726726,0.741
"117","Diplacus aurantiacus_sd",-0.321406411260099,0.55963287677624,0.57
"118","Dipterostemon capitatus_sd",-0.321843413356974,0.559695564116609,0.139
"119","Emmenanthe penduliflora_sd",0.514775478257979,0.250209559466034,0.337
"120","Erigeron canadensis_sd",0.937893897132972,-0.00855603473698339,0.01
"121","Eriodictyon crassifolium_sd",-0.321406411260099,0.55963287677624,0.57
"122","Erodium spp._sd",-0.513549130419674,0.718691533668774,0.012
"123","Eucrypta chrysanthemifolia_sd",0.989967310224351,-0.0149571212355607,0.013
"124","Festuca myuros_sd",-0.328517122505691,0.77320659675647,0.001
"125","Fragaria vesca_sd",-0.323593268142948,-0.558527605106664,0.43
"126","Galium porrigens_sd",-0.323821866364798,-0.558396794330223,0.273
"127","Hirschfeldia incana_sd",-0.925901926367526,0.308463463669857,0.009
"128","Juncus bufonius_sd",-0.428687542938873,0.746198065047636,0.104
"129","Lactuca serriola_sd",-0.498259162178742,0.867028082464392,0.104
"130","Laennecia coulteri_sd",0.47119690190571,-0.0012710321424121,1
"131","Logfia filaginoides_sd",-0.49124247870393,0.854894378583989,0.104
"132","Lupinus bicolor_sd",-0.321843413356974,0.559695564116609,0.139
"133","Madia gracilis_sd",0.471398864423848,-0.00079633372181815,0.879
"134","Malacothamnus fasciculatus_sd",-0.067668338854112,0.873424569962735,0.067
"135","Malacothrix saxatilis_sd",0.984863813097056,-0.00217137825157903,0.006
"136","Melica imperfecta_sd",0.47119690190571,-0.00127103214241213,1
"137","Nicotiana glauca_sd",0.984069852437038,-0.0319463696711027,0.002
"138","Oxalis corniculata_sd",0.689612150888696,-0.00141027072774032,0.212
"139","Phacelia spp._sd",0.438644361610266,0.46300868183243,0.284
"140","Polypogon monspeliensis_sd",0.729611151401715,-0.00147293452829457,0.125
"141","Pseudognaphalium californicum_sd",0.976605551880273,-0.00218302186522471,0.006
"142","Pseudognaphalium luteoalbum_sd",0.771520353306363,0.360650759979614,0.055
"143","Ribes spp._sd",0.73045182592474,-0.0014646827825687,0.149
"144","Salvia leucophylla_sd",0.0902227310536208,0.764797906451497,0.16
"145","Solanum xanti_sd",0.269514346038213,0.425296537228516,0.592
"146","Sonchus oleraceus_sd",-0.0490716015316184,0.676993078001333,0.316
"147","Stephanomeria virgata_sd",0.279047831416742,0.264922702164506,0.838
"148","Stipa lepida_sd",0.735179988615416,0.305532570630325,0.109
"149","Thysanocarpus spp._sd",-0.321843413356974,0.559695564116609,0.139
"150","Trifolium gracelentum_sd",-0.323821866364798,-0.558396794330224,0.273
"151","Trifolium willdenovii_sd",-0.321843413356974,0.559695564116609,0.139
"152","Typha domingensis_sd",-0.122255352551218,0.740314790749671,0.225
"153","Unknown A - shrub_sd",0.471614099973477,-0.00109523281123107,0.702
"154","Unknown C - bright green seedling, small leaves_sd",-0.321843413356974,0.559695564116609,0.139
"155","Unknown D - brown dicot_sd",-0.321843413356974,0.559695564116609,0.139
"156","Unknown E - plastic plant_sd",-0.321843413356974,0.559695564116609,0.139
"157","Unknown G - fuzzy leaf dicot_sd",-0.321843413356974,0.559695564116609,0.139
"158","Uropappus lindleyi_sd",-0.00464372135200652,0.616298254361693,0.402
