"","standtype","rep","site","status","lifeform","family","species","lifespan","site_rep","site_rep_species","count_per_transect","percentcover_native","native_fern","native_forb","native_grass","native_shrub","nonnative_fern","nonnative_forb","nonnative_grass","nonnative_shrub","percentcover_nonnative"
"29","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"30","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"31","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"32","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"33","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"34","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"35","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"36","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"37","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"38","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"39","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"40","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"41","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"42","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"43","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"44","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"45","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"46","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"47","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"48","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"49","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"50","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"51","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"52","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"53","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"54","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"55","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"56","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"57","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"58","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"59","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"60","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"61","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"62","intact",2,"Intact2","native","shrub","Asteraceae","Artemisia californica","perennial","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"63","intact",3,"Intact3","native","shrub","Asteraceae","Artemisia californica","perennial","Intact3_3","Intact3_3_Artemisia californica",39,0.951219512195122,0,0,0.731707317,0.951219512,0,0,0.12195122,0,0.121951219512195
"64","intact",3,"Intact3","native","shrub","Asteraceae","Artemisia californica","perennial","Intact3_3","Intact3_3_Artemisia californica",39,0.951219512195122,0,0,0.731707317,0.951219512,0,0,0.12195122,0,0.121951219512195
"65","intact",3,"Intact3","native","shrub","Asteraceae","Artemisia californica","perennial","Intact3_3","Intact3_3_Artemisia californica",39,0.951219512195122,0,0,0.731707317,0.951219512,0,0,0.12195122,0,0.121951219512195
"66","intact",3,"Intact3","native","shrub","Asteraceae","Artemisia californica","perennial","Intact3_3","Intact3_3_Artemisia californica",39,0.951219512195122,0,0,0.731707317,0.951219512,0,0,0.12195122,0,0.121951219512195
"67","intact",3,"Intact3","native","shrub","Asteraceae","Artemisia californica","perennial","Intact3_3","Intact3_3_Artemisia californica",39,0.951219512195122,0,0,0.731707317,0.951219512,0,0,0.12195122,0,0.121951219512195
"68","intact",3,"Intact3","native","shrub","Asteraceae","Artemisia californica","perennial","Intact3_3","Intact3_3_Artemisia californica",39,0.951219512195122,0,0,0.731707317,0.951219512,0,0,0.12195122,0,0.121951219512195
"69","intact",3,"Intact3","native","shrub","Asteraceae","Artemisia californica","perennial","Intact3_3","Intact3_3_Artemisia californica",39,0.951219512195122,0,0,0.731707317,0.951219512,0,0,0.12195122,0,0.121951219512195
"70","intact",3,"Intact3","native","shrub","Asteraceae","Artemisia californica","perennial","Intact3_3","Intact3_3_Artemisia californica",39,0.951219512195122,0,0,0.731707317,0.951219512,0,0,0.12195122,0,0.121951219512195
"71","matrix",3,"ENH1","native","shrub","Asteraceae","Artemisia californica","perennial","ENH1_3","ENH1_3_Artemisia californica",38,0.926829268292683,0,0.097560976,0.170731707,0.804878049,0,0.365853659,0.463414634,0,0.682926829268293
"72","matrix",3,"ENH1","native","shrub","Asteraceae","Artemisia californica","perennial","ENH1_3","ENH1_3_Artemisia californica",38,0.926829268292683,0,0.097560976,0.170731707,0.804878049,0,0.365853659,0.463414634,0,0.682926829268293
"73","matrix",3,"ENH1","native","shrub","Asteraceae","Artemisia californica","perennial","ENH1_3","ENH1_3_Artemisia californica",38,0.926829268292683,0,0.097560976,0.170731707,0.804878049,0,0.365853659,0.463414634,0,0.682926829268293
"74","matrix",3,"ENH1","native","shrub","Asteraceae","Artemisia californica","perennial","ENH1_3","ENH1_3_Artemisia californica",38,0.926829268292683,0,0.097560976,0.170731707,0.804878049,0,0.365853659,0.463414634,0,0.682926829268293
"75","degraded",1,"DEG1","nonnative","grass","Poaceae","Avena barbata","annual","DEG1_1","DEG1_1_Avena barbata",19,0.463414634146341,0,0.097560976,0,0.390243902,0,0.804878049,1,0,1
"76","degraded",3,"DEG1","nonnative","grass","Poaceae","Avena barbata","annual","DEG1_3","DEG1_3_Avena barbata",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"77","intact",1,"Intact1","nonnative","grass","Poaceae","Avena barbata","annual","Intact1_1","Intact1_1_Avena barbata",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,0.268292682926829
"78","degraded",2,"DEG1","native","shrub","Asteraceae","Baccharis pilularis","perennial","DEG1_2","DEG1_2_Baccharis pilularis",18,0.439024390243902,0,0.048780488,0,0.390243902,0,0.609756098,0.902439024,0,0.902439024390244
"79","matrix",3,"ENH1","native","shrub","Asteraceae","Baccharis pilularis","perennial","ENH1_3","ENH1_3_Baccharis pilularis",38,0.926829268292683,0,0.097560976,0.170731707,0.804878049,0,0.365853659,0.463414634,0,0.682926829268293
"80","degraded",5,"DEG2","native","herb","Amaranthaceae","Chenopodium californicum","perennial","DEG2_5","DEG2_5_Chenopodium californicum",9,0.219512195121951,0,0.024390244,0,0.219512195,0,0.585365854,0.975609756,0,1
"81","degraded",6,"DEG2","native","herb","Amaranthaceae","Chenopodium californicum","perennial","DEG2_6","DEG2_6_Chenopodium californicum",9,0.219512195121951,0,0.048780488,0.048780488,0.170731707,0,0.463414634,0.902439024,0,0.926829268292683
"82","intact",1,"Intact1","nonnative","grass","Poaceae","Bromus diandrus","annual","Intact1_1","Intact1_1_Bromus diandrus",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,0.268292682926829
"83","intact",2,"Intact2","nonnative","grass","Poaceae","Bromus diandrus","annual","Intact2_2","Intact2_2_Bromus diandrus",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"84","intact",3,"Intact3","nonnative","grass","Poaceae","Bromus diandrus","annual","Intact3_3","Intact3_3_Bromus diandrus",39,0.951219512195122,0,0,0.731707317,0.951219512,0,0,0.12195122,0,0.121951219512195
"85","intact",3,"Intact3","nonnative","grass","Poaceae","Bromus hordeaceus","annual","Intact3_3","Intact3_3_Bromus hordeaceus",39,0.951219512195122,0,0,0.731707317,0.951219512,0,0,0.12195122,0,0.121951219512195
"86","intact",3,"Intact3","nonnative","grass","Poaceae","Bromus rubens","annual","Intact3_3","Intact3_3_Bromus rubens",39,0.951219512195122,0,0,0.731707317,0.951219512,0,0,0.12195122,0,0.121951219512195
"87","degraded",1,"DEG1","nonnative","grass","Poaceae","Bromus rubens","annual","DEG1_1","DEG1_1_Bromus rubens",19,0.463414634146341,0,0.097560976,0,0.390243902,0,0.804878049,1,0,1
"88","degraded",3,"DEG1","nonnative","grass","Poaceae","Bromus rubens","annual","DEG1_3","DEG1_3_Bromus rubens",8,0.195121951219512,0,0,0,0.195121951,0,0.292682927,0.975609756,0,0.975609756097561
"89","intact",1,"Intact1","nonnative","grass","Poaceae","Bromus rubens","annual","Intact1_1","Intact1_1_Bromus rubens",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,0.268292682926829
"90","intact",2,"Intact2","nonnative","grass","Poaceae","Bromus rubens","annual","Intact2_2","Intact2_2_Bromus rubens",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"91","matrix",1,"ENH1","native","herb","Convolvulaceae","Calystegia macrostegia","perennial","ENH1_1","ENH1_1_Calystegia macrostegia",24,0.585365853658537,0,0.12195122,0.024390244,0.536585366,0,0.292682927,0.756097561,0,0.853658536585366
"92","matrix",1,"ENH1","native","herb","Liliaceae","Calochortus clavatus","perennial","ENH1_1","ENH1_1_Calochortus clavatus",24,0.585365853658537,0,0.12195122,0.024390244,0.536585366,0,0.292682927,0.756097561,0,0.853658536585366
"93","intact",2,"Intact2","native","herb","Liliaceae","Calochortus clavatus","perennial","Intact2_2","Intact2_2_Calochortus clavatus",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"94","intact",1,"Intact1","native","herb","Asteraceae","Carduus pycnocephalus","annual","Intact1_1","Intact1_1_Carduus pycnocephalus",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,0.268292682926829
"95","intact",3,"Intact3","native","shrub","Rhamnaceae","Cenothus oliganthus","perennial","Intact3_3","Intact3_3_Cenothus oliganthus",39,0.951219512195122,0,0,0.731707317,0.951219512,0,0,0.12195122,0,0.121951219512195
"96","intact",3,"Intact3","native","shrub","Rhamnaceae","Cenothus oliganthus","perennial","Intact3_3","Intact3_3_Cenothus oliganthus",39,0.951219512195122,0,0,0.731707317,0.951219512,0,0,0.12195122,0,0.121951219512195
"97","intact",1,"Intact1","native","herb","Agavaceae","Chlorogalum pomeridianum","perennial","Intact1_1","Intact1_1_Chlorogalum pomeridianum",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,0.268292682926829
"98","intact",2,"Intact2","native","herb","Apiaceae","Apiastrum angustifolium","annual","Intact2_2","Intact2_2_Apiastrum angustifolium",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,0.0731707317073171
"99","matrix",2,"ENH1","native","herb","Montiaceae","Claytonia perfoliata","annual","ENH1_2","ENH1_2_Claytonia perfoliata",32,0.780487804878049,0,0.146341463,0.317073171,0.585365854,0,0.219512195,0.658536585,0,0.780487804878049
"100","matrix",3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial","ENH1_3","ENH1_3_Eriodictyon crassifolium",38,0.926829268292683,0,0.097560976,0.170731707,0.804878049,0,0.365853659,0.463414634,0,0.682926829268293
"101","matrix",3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial","ENH1_3","ENH1_3_Eriodictyon crassifolium",38,0.926829268292683,0,0.097560976,0.170731707,0.804878049,0,0.365853659,0.463414634,0,0.682926829268293
"102","matrix",3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial","ENH1_3","ENH1_3_Eriodictyon crassifolium",38,0.926829268292683,0,0.097560976,0.170731707,0.804878049,0,0.365853659,0.463414634,0,0.682926829268293
"103","matrix",3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial","ENH1_3","ENH1_3_Eriodictyon crassifolium",38,0.926829268292683,0,0.097560976,0.170731707,0.804878049,0,0.365853659,0.463414634,0,0.682926829268293
"104","matrix",3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial","ENH1_3","ENH1_3_Eriodictyon crassifolium",38,0.926829268292683,0,0.097560976,0.170731707,0.804878049,0,0.365853659,0.463414634,0,0.682926829268293
"105","matrix",3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial","ENH1_3","ENH1_3_Eriodictyon crassifolium",38,0.926829268292683,0,0.097560976,0.170731707,0.804878049,0,0.365853659,0.463414634,0,0.682926829268293
"106","matrix",3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial","ENH1_3","ENH1_3_Eriodictyon crassifolium",38,0.926829268292683,0,0.097560976,0.170731707,0.804878049,0,0.365853659,0.463414634,0,0.682926829268293
"107","matrix",3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial","ENH1_3","ENH1_3_Eriodictyon crassifolium",38,0.926829268292683,0,0.097560976,0.170731707,0.804878049,0,0.365853659,0.463414634,0,0.682926829268293
"108","matrix",3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial","ENH1_3","ENH1_3_Eriodictyon crassifolium",38,0.926829268292683,0,0.097560976,0.170731707,0.804878049,0,0.365853659,0.463414634,0,0.682926829268293
"109","matrix",3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial","ENH1_3","ENH1_3_Eriodictyon crassifolium",38,0.926829268292683,0,0.097560976,0.170731707,0.804878049,0,0.365853659,0.463414634,0,0.682926829268293
"110","matrix",3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial","ENH1_3","ENH1_3_Eriodictyon crassifolium",38,0.926829268292683,0,0.097560976,0.170731707,0.804878049,0,0.365853659,0.463414634,0,0.682926829268293
"111","intact",3,"Intact3","native","shrub","Namaceae","Eriodictyon crassifolium","perennial","Intact3_3","Intact3_3_Eriodictyon crassifolium",39,0.951219512195122,0,0,0.731707317,0.951219512,0,0,0.12195122,0,0.121951219512195
"112","matrix",3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial","ENH1_3","ENH1_3_Eriodictyon crassifolium",38,0.926829268292683,0,0.097560976,0.170731707,0.804878049,0,0.365853659,0.463414634,0,0.682926829268293
"113","matrix",3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial","ENH1_3","ENH1_3_Eriodictyon crassifolium",38,0.926829268292683,0,0.097560976,0.170731707,0.804878049,0,0.365853659,0.463414634,0,0.682926829268293
"114","matrix",3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial","ENH1_3","ENH1_3_Eriodictyon crassifolium",38,0.926829268292683,0,0.097560976,0.170731707,0.804878049,0,0.365853659,0.463414634,0,0.682926829268293
"115","matrix",3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial","ENH1_3","ENH1_3_Eriodictyon crassifolium",38,0.926829268292683,0,0.097560976,0.170731707,0.804878049,0,0.365853659,0.463414634,0,0.682926829268293
"116","matrix",3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial","ENH1_3","ENH1_3_Eriodictyon crassifolium",38,0.926829268292683,0,0.097560976,0.170731707,0.804878049,0,0.365853659,0.463414634,0,0.682926829268293
"117","matrix",3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial","ENH1_3","ENH1_3_Eriodictyon crassifolium",38,0.926829268292683,0,0.097560976,0.170731707,0.804878049,0,0.365853659,0.463414634,0,0.682926829268293
"118","matrix",3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial","ENH1_3","ENH1_3_Eriodictyon crassifolium",38,0.926829268292683,0,0.097560976,0.170731707,0.804878049,0,0.365853659,0.463414634,0,0.682926829268293
"119","matrix",3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial","ENH1_3","ENH1_3_Eriodictyon crassifolium",38,0.926829268292683,0,0.097560976,0.170731707,0.804878049,0,0.365853659,0.463414634,0,0.682926829268293
