"","year","site","transect","distance","vertical","species","site_rep","site_rep_dist","lifeform","status","lifecycle","family"
"73","2019","1","1","17","4","Hirschfeldia incana","1_1","1_1_17","forb","nonnative","annual","Brassicaceae"
"74","2019","1","1","17","0","thatch","1_1","1_1_17","ground","ground","ground","ground"
"75","2019","1","1","18","1","Bromus rubens","1_1","1_1_18","grass","nonnative","annual","Poaceae"
"76","2019","1","1","18","2","Hirschfeldia incana","1_1","1_1_18","forb","nonnative","annual","Brassicaceae"
"77","2019","1","1","18","0","bare_ground","1_1","1_1_18","ground","ground","ground","ground"
"78","2019","1","1","19","1","Bromus rubens","1_1","1_1_19","grass","nonnative","annual","Poaceae"
"79","2019","1","1","19","2","Salvia leucophylla","1_1","1_1_19","shrub","native","perennial","Lamiaceae"
"80","2019","1","1","19","3","Erodium spp.","1_1","1_1_19","forb","nonnative","annual","Geraniaceae"
"81","2019","1","1","19","4","Salvia leucophylla","1_1","1_1_19","shrub","native","perennial","Lamiaceae"
"82","2019","1","1","19","5","Hirschfeldia incana","1_1","1_1_19","forb","nonnative","annual","Brassicaceae"
"83","2019","1","1","19","0","thatch","1_1","1_1_19","ground","ground","ground","ground"
"84","2019","1","1","20","1","Bromus rubens","1_1","1_1_20","grass","nonnative","annual","Poaceae"
"85","2019","1","1","20","2","Salvia leucophylla","1_1","1_1_20","shrub","native","perennial","Lamiaceae"
"86","2019","1","1","20","3","Artemisia californica","1_1","1_1_20","shrub","native","perennial","Asteraceae"
"87","2019","1","1","20","4","Hirschfeldia incana","1_1","1_1_20","forb","nonnative","annual","Brassicaceae"
"88","2019","1","1","20","0","thatch","1_1","1_1_20","ground","ground","ground","ground"
"89","2019","1","1","21","1","Bromus rubens","1_1","1_1_21","grass","nonnative","annual","Poaceae"
"90","2019","1","1","21","2","Hirschfeldia incana","1_1","1_1_21","forb","nonnative","annual","Brassicaceae"
"91","2019","1","1","21","3","Artemisia californica","1_1","1_1_21","shrub","native","perennial","Asteraceae"
"92","2019","1","1","21","4","Hirschfeldia incana","1_1","1_1_21","forb","nonnative","annual","Brassicaceae"
"93","2019","1","1","21","0","thatch","1_1","1_1_21","ground","ground","ground","ground"
"94","2019","1","1","22","1","Erodium spp.","1_1","1_1_22","forb","nonnative","annual","Geraniaceae"
"95","2019","1","1","22","2","Bromus rubens","1_1","1_1_22","grass","nonnative","annual","Poaceae"
"96","2019","1","1","22","3","Artemisia californica","1_1","1_1_22","shrub","native","perennial","Asteraceae"
"97","2019","1","1","22","4","Hirschfeldia incana","1_1","1_1_22","forb","nonnative","annual","Brassicaceae"
"98","2019","1","1","22","0","thatch","1_1","1_1_22","ground","ground","ground","ground"
"99","2019","1","1","23","1","Bromus rubens","1_1","1_1_23","grass","nonnative","annual","Poaceae"
"100","2019","1","1","23","2","Hirschfeldia incana","1_1","1_1_23","forb","nonnative","annual","Brassicaceae"
"101","2019","1","1","23","3","Salvia leucophylla","1_1","1_1_23","shrub","native","perennial","Lamiaceae"
"102","2019","1","1","23","4","Hirschfeldia incana","1_1","1_1_23","forb","nonnative","annual","Brassicaceae"
"103","2019","1","1","23","0","thatch","1_1","1_1_23","ground","ground","ground","ground"
"104","2019","1","1","24","1","Bromus rubens","1_1","1_1_24","grass","nonnative","annual","Poaceae"
"105","2019","1","1","24","2","Salvia leucophylla","1_1","1_1_24","shrub","native","perennial","Lamiaceae"
"106","2019","1","1","24","3","Bromus rubens","1_1","1_1_24","grass","nonnative","annual","Poaceae"
"107","2019","1","1","24","4","Avena barbata","1_1","1_1_24","grass","nonnative","annual","Poaceae"
"108","2019","1","1","24","0","thatch","1_1","1_1_24","ground","ground","ground","ground"
"109","2019","1","1","25","1","Bromus rubens","1_1","1_1_25","grass","nonnative","annual","Poaceae"
"110","2019","1","1","25","2","Avena barbata","1_1","1_1_25","grass","nonnative","annual","Poaceae"
"111","2019","1","1","25","3","Hirschfeldia incana","1_1","1_1_25","forb","nonnative","annual","Brassicaceae"
"112","2019","1","1","25","0","thatch","1_1","1_1_25","ground","ground","ground","ground"
"113","2019","1","1","26","1","Bromus rubens","1_1","1_1_26","grass","nonnative","annual","Poaceae"
"114","2019","1","1","26","2","Hirschfeldia incana","1_1","1_1_26","forb","nonnative","annual","Brassicaceae"
"115","2019","1","1","26","0","thatch","1_1","1_1_26","ground","ground","ground","ground"
"116","2019","1","1","27","1","Bromus rubens","1_1","1_1_27","grass","nonnative","annual","Poaceae"
"117","2019","1","1","27","2","Hirschfeldia incana","1_1","1_1_27","forb","nonnative","annual","Brassicaceae"
"118","2019","1","1","27","3","Salvia leucophylla","1_1","1_1_27","shrub","native","perennial","Lamiaceae"
"119","2019","1","1","27","4","Hirschfeldia incana","1_1","1_1_27","forb","nonnative","annual","Brassicaceae"
"120","2019","1","1","27","5","Salvia leucophylla","1_1","1_1_27","shrub","native","perennial","Lamiaceae"
"121","2019","1","1","27","6","Hirschfeldia incana","1_1","1_1_27","forb","nonnative","annual","Brassicaceae"
"122","2019","1","1","27","0","thatch","1_1","1_1_27","ground","ground","ground","ground"
"123","2019","1","1","28","1","Avena barbata","1_1","1_1_28","grass","nonnative","annual","Poaceae"
"124","2019","1","1","28","2","Hirschfeldia incana","1_1","1_1_28","forb","nonnative","annual","Brassicaceae"
"125","2019","1","1","28","3","Avena barbata","1_1","1_1_28","grass","nonnative","annual","Poaceae"
"126","2019","1","1","28","0","thatch","1_1","1_1_28","ground","ground","ground","ground"
"127","2019","1","1","29","1","Bromus rubens","1_1","1_1_29","grass","nonnative","annual","Poaceae"
"128","2019","1","1","29","2","Hirschfeldia incana","1_1","1_1_29","forb","nonnative","annual","Brassicaceae"
"129","2019","1","1","29","3","Bromus rubens","1_1","1_1_29","grass","nonnative","annual","Poaceae"
"130","2019","1","1","29","4","Hirschfeldia incana","1_1","1_1_29","forb","nonnative","annual","Brassicaceae"
"131","2019","1","1","29","0","thatch","1_1","1_1_29","ground","ground","ground","ground"
"132","2019","1","1","30","1","Bromus rubens","1_1","1_1_30","grass","nonnative","annual","Poaceae"
"133","2019","1","1","30","2","Hirschfeldia incana","1_1","1_1_30","forb","nonnative","annual","Brassicaceae"
"134","2019","1","1","30","3","Salvia leucophylla","1_1","1_1_30","shrub","native","perennial","Lamiaceae"
"135","2019","1","1","30","4","Hirschfeldia incana","1_1","1_1_30","forb","nonnative","annual","Brassicaceae"
"136","2019","1","1","30","5","Salvia leucophylla","1_1","1_1_30","shrub","native","perennial","Lamiaceae"
"137","2019","1","1","30","6","Hirschfeldia incana","1_1","1_1_30","forb","nonnative","annual","Brassicaceae"
"138","2019","1","1","30","0","thatch","1_1","1_1_30","ground","ground","ground","ground"
"139","2019","1","1","31","1","Hirschfeldia incana","1_1","1_1_31","forb","nonnative","annual","Brassicaceae"
"140","2019","1","1","31","2","Bromus rubens","1_1","1_1_31","grass","nonnative","annual","Poaceae"
"141","2019","1","1","31","3","Hirschfeldia incana","1_1","1_1_31","forb","nonnative","annual","Brassicaceae"
"142","2019","1","1","31","4","Salvia leucophylla","1_1","1_1_31","shrub","native","perennial","Lamiaceae"
"143","2019","1","1","31","0","thatch","1_1","1_1_31","ground","ground","ground","ground"
"144","2019","1","1","32","1","Bromus rubens","1_1","1_1_32","grass","nonnative","annual","Poaceae"
"145","2019","1","1","32","2","Acmispon maritimus","1_1","1_1_32","forb","native","annual","Fabaceae"
"146","2019","1","1","32","3","Avena barbata","1_1","1_1_32","grass","nonnative","annual","Poaceae"
"147","2019","1","1","32","0","thatch","1_1","1_1_32","ground","ground","ground","ground"
"148","2019","1","1","33","1","Bromus rubens","1_1","1_1_33","grass","nonnative","annual","Poaceae"
"149","2019","1","1","33","2","Avena barbata","1_1","1_1_33","grass","nonnative","annual","Poaceae"
"150","2019","1","1","33","3","Hirschfeldia incana","1_1","1_1_33","forb","nonnative","annual","Brassicaceae"
"151","2019","1","1","33","4","Avena barbata","1_1","1_1_33","grass","nonnative","annual","Poaceae"
"152","2019","1","1","33","0","thatch","1_1","1_1_33","ground","ground","ground","ground"
"153","2019","1","1","34","1","Bromus rubens","1_1","1_1_34","grass","nonnative","annual","Poaceae"
"154","2019","1","1","34","2","Hirschfeldia incana","1_1","1_1_34","forb","nonnative","annual","Brassicaceae"
"155","2019","1","1","34","0","thatch","1_1","1_1_34","ground","ground","ground","ground"
"156","2019","1","1","35","1","Avena barbata","1_1","1_1_35","grass","nonnative","annual","Poaceae"
"157","2019","1","1","35","2","Hirschfeldia incana","1_1","1_1_35","forb","nonnative","annual","Brassicaceae"
"158","2019","1","1","35","0","bare_ground","1_1","1_1_35","ground","ground","ground","ground"
"159","2019","1","1","36","1","Bromus rubens","1_1","1_1_36","grass","nonnative","annual","Poaceae"
"160","2019","1","1","36","2","Salvia leucophylla","1_1","1_1_36","shrub","native","perennial","Lamiaceae"
"161","2019","1","1","36","3","Hirschfeldia incana","1_1","1_1_36","forb","nonnative","annual","Brassicaceae"
"162","2019","1","1","36","4","Salvia leucophylla","1_1","1_1_36","shrub","native","perennial","Lamiaceae"
"163","2019","1","1","36","5","Hirschfeldia incana","1_1","1_1_36","forb","nonnative","annual","Brassicaceae"
"164","2019","1","1","36","0","thatch","1_1","1_1_36","ground","ground","ground","ground"
"165","2019","1","1","37","1","Bromus rubens","1_1","1_1_37","grass","nonnative","annual","Poaceae"
"166","2019","1","1","37","2","Hirschfeldia incana","1_1","1_1_37","forb","nonnative","annual","Brassicaceae"
"167","2019","1","1","37","3","Lupinus spp.","1_1","1_1_37","forb","native","annual","Fabaceae"
"168","2019","1","1","37","4","Hirschfeldia incana","1_1","1_1_37","forb","nonnative","annual","Brassicaceae"
"169","2019","1","1","37","5","Avena barbata","1_1","1_1_37","grass","nonnative","annual","Poaceae"
"170","2019","1","1","37","6","Hirschfeldia incana","1_1","1_1_37","forb","nonnative","annual","Brassicaceae"
"171","2019","1","1","37","0","bare_ground","1_1","1_1_37","ground","ground","ground","ground"
"172","2019","1","1","38","1","Bromus rubens","1_1","1_1_38","grass","nonnative","annual","Poaceae"
"173","2019","1","1","38","2","Hirschfeldia incana","1_1","1_1_38","forb","nonnative","annual","Brassicaceae"
"174","2019","1","1","38","0","thatch","1_1","1_1_38","ground","ground","ground","ground"
"175","2019","1","1","39","1","Bromus rubens","1_1","1_1_39","grass","nonnative","annual","Poaceae"
"176","2019","1","1","39","2","Avena barbata","1_1","1_1_39","grass","nonnative","annual","Poaceae"
"177","2019","1","1","39","0","thatch","1_1","1_1_39","ground","ground","ground","ground"
"178","2019","1","1","40","1","Bromus rubens","1_1","1_1_40","grass","nonnative","annual","Poaceae"
"179","2019","1","1","40","2","Hirschfeldia incana","1_1","1_1_40","forb","nonnative","annual","Brassicaceae"
"180","2019","1","1","40","3","Bromus rubens","1_1","1_1_40","grass","nonnative","annual","Poaceae"
"181","2019","1","1","40","4","Hirschfeldia incana","1_1","1_1_40","forb","nonnative","annual","Brassicaceae"
"182","2019","1","1","40","5","Salvia leucophylla","1_1","1_1_40","shrub","native","perennial","Lamiaceae"
"183","2019","1","1","40","6","Avena barbata","1_1","1_1_40","grass","nonnative","annual","Poaceae"
"184","2019","1","1","40","0","thatch","1_1","1_1_40","ground","ground","ground","ground"
"185","2019","1","1","41","1","Bromus rubens","1_1","1_1_41","grass","nonnative","annual","Poaceae"
"186","2019","1","1","41","2","Hirschfeldia incana","1_1","1_1_41","forb","nonnative","annual","Brassicaceae"
"187","2019","1","1","41","3","Avena barbata","1_1","1_1_41","grass","nonnative","annual","Poaceae"
"188","2019","1","1","41","4","Hirschfeldia incana","1_1","1_1_41","forb","nonnative","annual","Brassicaceae"
"189","2019","1","1","41","5","Avena barbata","1_1","1_1_41","grass","nonnative","annual","Poaceae"
"190","2019","1","1","41","6","Hirschfeldia incana","1_1","1_1_41","forb","nonnative","annual","Brassicaceae"
"191","2019","1","1","41","0","thatch","1_1","1_1_41","ground","ground","ground","ground"
"192","2019","1","2","1","1","Bromus rubens","1_2","1_2_1","grass","nonnative","annual","Poaceae"
"193","2019","1","2","1","2","Avena barbata","1_2","1_2_1","grass","nonnative","annual","Poaceae"
"194","2019","1","2","1","3","Hirschfeldia incana","1_2","1_2_1","forb","nonnative","annual","Brassicaceae"
"195","2019","1","2","1","0","bare_ground","1_2","1_2_1","ground","ground","ground","ground"
"196","2019","1","2","2","1","Bromus rubens","1_2","1_2_2","grass","nonnative","annual","Poaceae"
"197","2019","1","2","2","2","Salvia leucophylla","1_2","1_2_2","shrub","native","perennial","Lamiaceae"
"198","2019","1","2","2","3","Bromus rubens","1_2","1_2_2","grass","nonnative","annual","Poaceae"
"199","2019","1","2","2","0","thatch","1_2","1_2_2","ground","ground","ground","ground"
"200","2019","1","2","3","1","Bromus rubens","1_2","1_2_3","grass","nonnative","annual","Poaceae"
"201","2019","1","2","3","2","Avena barbata","1_2","1_2_3","grass","nonnative","annual","Poaceae"
"202","2019","1","2","3","3","Hirschfeldia incana","1_2","1_2_3","forb","nonnative","annual","Brassicaceae"
"203","2019","1","2","3","4","Avena barbata","1_2","1_2_3","grass","nonnative","annual","Poaceae"
"204","2019","1","2","3","0","thatch","1_2","1_2_3","ground","ground","ground","ground"
"205","2019","1","2","4","1","Bromus rubens","1_2","1_2_4","grass","nonnative","annual","Poaceae"
"206","2019","1","2","4","2","Hirschfeldia incana","1_2","1_2_4","forb","nonnative","annual","Brassicaceae"
"207","2019","1","2","4","3","Avena barbata","1_2","1_2_4","grass","nonnative","annual","Poaceae"
"208","2019","1","2","4","4","Hirschfeldia incana","1_2","1_2_4","forb","nonnative","annual","Brassicaceae"
"209","2019","1","2","4","0","thatch","1_2","1_2_4","ground","ground","ground","ground"
"210","2019","1","2","5","1","Bromus rubens","1_2","1_2_5","grass","nonnative","annual","Poaceae"
"211","2019","1","2","5","2","Avena barbata","1_2","1_2_5","grass","nonnative","annual","Poaceae"
"212","2019","1","2","5","0","thatch","1_2","1_2_5","ground","ground","ground","ground"
"213","2019","1","2","6","1","Bromus rubens","1_2","1_2_6","grass","nonnative","annual","Poaceae"
"214","2019","1","2","6","2","Avena barbata","1_2","1_2_6","grass","nonnative","annual","Poaceae"
"215","2019","1","2","6","0","thatch","1_2","1_2_6","ground","ground","ground","ground"
"216","2019","1","2","7","1","Salvia leucophylla","1_2","1_2_7","shrub","native","perennial","Lamiaceae"
"217","2019","1","2","7","0","litter","1_2","1_2_7","ground","ground","ground","ground"
"218","2019","1","2","8","1","Bromus rubens","1_2","1_2_8","grass","nonnative","annual","Poaceae"
"219","2019","1","2","8","2","Artemisia californica","1_2","1_2_8","shrub","native","perennial","Asteraceae"
"220","2019","1","2","8","0","thatch","1_2","1_2_8","ground","ground","ground","ground"
"221","2019","1","2","9","1","Bromus rubens","1_2","1_2_9","grass","nonnative","annual","Poaceae"
"222","2019","1","2","9","2","Artemisia californica","1_2","1_2_9","shrub","native","perennial","Asteraceae"
"223","2019","1","2","9","3","Hirschfeldia incana","1_2","1_2_9","forb","nonnative","annual","Brassicaceae"
"224","2019","1","2","9","4","Artemisia californica","1_2","1_2_9","shrub","native","perennial","Asteraceae"
"225","2019","1","2","9","0","thatch","1_2","1_2_9","ground","ground","ground","ground"
"226","2019","1","2","10","1","Bromus rubens","1_2","1_2_10","grass","nonnative","annual","Poaceae"
"227","2019","1","2","10","2","Hirschfeldia incana","1_2","1_2_10","forb","nonnative","annual","Brassicaceae"
"228","2019","1","2","10","3","Avena barbata","1_2","1_2_10","grass","nonnative","annual","Poaceae"
"229","2019","1","2","10","0","thatch","1_2","1_2_10","ground","ground","ground","ground"
"230","2019","1","2","11","1","Bromus rubens","1_2","1_2_11","grass","nonnative","annual","Poaceae"
"231","2019","1","2","11","2","Avena barbata","1_2","1_2_11","grass","nonnative","annual","Poaceae"
"232","2019","1","2","11","3","Bromus rubens","1_2","1_2_11","grass","nonnative","annual","Poaceae"
"233","2019","1","2","11","4","Avena barbata","1_2","1_2_11","grass","nonnative","annual","Poaceae"
"234","2019","1","2","11","0","thatch","1_2","1_2_11","ground","ground","ground","ground"
"235","2019","1","2","12","1","Hirschfeldia incana","1_2","1_2_12","forb","nonnative","annual","Brassicaceae"
"236","2019","1","2","12","2","Avena barbata","1_2","1_2_12","grass","nonnative","annual","Poaceae"
"237","2019","1","2","12","3","Hirschfeldia incana","1_2","1_2_12","forb","nonnative","annual","Brassicaceae"
"238","2019","1","2","12","0","thatch","1_2","1_2_12","ground","ground","ground","ground"
"239","2019","1","2","13","1","Bromus rubens","1_2","1_2_13","grass","nonnative","annual","Poaceae"
"240","2019","1","2","13","2","Salvia leucophylla","1_2","1_2_13","shrub","native","perennial","Lamiaceae"
"241","2019","1","2","13","3","Hirschfeldia incana","1_2","1_2_13","forb","nonnative","annual","Brassicaceae"
"242","2019","1","2","13","4","Avena barbata","1_2","1_2_13","grass","nonnative","annual","Poaceae"
"243","2019","1","2","13","0","thatch","1_2","1_2_13","ground","ground","ground","ground"
"244","2019","1","2","14","1","Bromus rubens","1_2","1_2_14","grass","nonnative","annual","Poaceae"
"245","2019","1","2","14","2","Salvia leucophylla","1_2","1_2_14","shrub","native","perennial","Lamiaceae"
"246","2019","1","2","14","3","Hirschfeldia incana","1_2","1_2_14","forb","nonnative","annual","Brassicaceae"
"247","2019","1","2","14","4","Salvia leucophylla","1_2","1_2_14","shrub","native","perennial","Lamiaceae"
"248","2019","1","2","14","5","Hirschfeldia incana","1_2","1_2_14","forb","nonnative","annual","Brassicaceae"
"249","2019","1","2","14","0","thatch","1_2","1_2_14","ground","ground","ground","ground"
"250","2019","1","2","15","1","Hirschfeldia incana","1_2","1_2_15","forb","nonnative","annual","Brassicaceae"
"251","2019","1","2","15","2","Bromus rubens","1_2","1_2_15","grass","nonnative","annual","Poaceae"
"252","2019","1","2","15","3","Hirschfeldia incana","1_2","1_2_15","forb","nonnative","annual","Brassicaceae"
"253","2019","1","2","15","4","Avena barbata","1_2","1_2_15","grass","nonnative","annual","Poaceae"
"254","2019","1","2","15","5","Hirschfeldia incana","1_2","1_2_15","forb","nonnative","annual","Brassicaceae"
"255","2019","1","2","15","0","thatch","1_2","1_2_15","ground","ground","ground","ground"
"256","2019","1","2","16","1","Bromus rubens","1_2","1_2_16","grass","nonnative","annual","Poaceae"
"257","2019","1","2","16","2","Salvia leucophylla","1_2","1_2_16","shrub","native","perennial","Lamiaceae"
"258","2019","1","2","16","0","thatch","1_2","1_2_16","ground","ground","ground","ground"
"259","2019","1","2","17","1","Bromus rubens","1_2","1_2_17","grass","nonnative","annual","Poaceae"
"260","2019","1","2","17","2","Hirschfeldia incana","1_2","1_2_17","forb","nonnative","annual","Brassicaceae"
"261","2019","1","2","17","3","Salvia leucophylla","1_2","1_2_17","shrub","native","perennial","Lamiaceae"
"262","2019","1","2","17","4","Hirschfeldia incana","1_2","1_2_17","forb","nonnative","annual","Brassicaceae"
"263","2019","1","2","17","5","Salvia leucophylla","1_2","1_2_17","shrub","native","perennial","Lamiaceae"
"264","2019","1","2","17","6","Hirschfeldia incana","1_2","1_2_17","forb","nonnative","annual","Brassicaceae"
"265","2019","1","2","17","0","thatch","1_2","1_2_17","ground","ground","ground","ground"
"266","2019","1","2","18","1","Avena barbata","1_2","1_2_18","grass","nonnative","annual","Poaceae"
"267","2019","1","2","18","2","Hirschfeldia incana","1_2","1_2_18","forb","nonnative","annual","Brassicaceae"
"268","2019","1","2","18","3","Avena barbata","1_2","1_2_18","grass","nonnative","annual","Poaceae"
"269","2019","1","2","18","0","thatch","1_2","1_2_18","ground","ground","ground","ground"
"270","2019","1","2","19","1","Avena barbata","1_2","1_2_19","grass","nonnative","annual","Poaceae"
"271","2019","1","2","19","2","Hirschfeldia incana","1_2","1_2_19","forb","nonnative","annual","Brassicaceae"
"272","2019","1","2","19","3","Avena barbata","1_2","1_2_19","grass","nonnative","annual","Poaceae"
"273","2019","1","2","19","0","thatch","1_2","1_2_19","ground","ground","ground","ground"
"274","2019","1","2","20","1","Avena barbata","1_2","1_2_20","grass","nonnative","annual","Poaceae"
"275","2019","1","2","20","2","Hirschfeldia incana","1_2","1_2_20","forb","nonnative","annual","Brassicaceae"
"276","2019","1","2","20","3","Avena barbata","1_2","1_2_20","grass","nonnative","annual","Poaceae"
"277","2019","1","2","20","4","Hirschfeldia incana","1_2","1_2_20","forb","nonnative","annual","Brassicaceae"
"278","2019","1","2","20","5","Avena barbata","1_2","1_2_20","grass","nonnative","annual","Poaceae"
"279","2019","1","2","20","6","Hirschfeldia incana","1_2","1_2_20","forb","nonnative","annual","Brassicaceae"
"280","2019","1","2","20","0","thatch","1_2","1_2_20","ground","ground","ground","ground"
