"","year","site","rep","standtype","status","lifeform","family","species","lifespan","link.to.tab..belt_byspecies....https...docs.google.com.spreadsheets.d.1JG8udkjru26Z6zy7LwNiDczkgRrB42tNG_wnW2O2R60.edit.usp.sharing","site_rep","site_rep_species"
"79",2019,NA,3,"Intact3","native","shrub","Asteraceae","Artemisia californica","perennial",NA,"NA_3","NA_3_Artemisia californica"
"80",2019,NA,3,"Intact3","native","shrub","Asteraceae","Artemisia californica","perennial",NA,"NA_3","NA_3_Artemisia californica"
"81",2019,NA,3,"Intact3","native","shrub","Asteraceae","Artemisia californica","perennial",NA,"NA_3","NA_3_Artemisia californica"
"82",2019,NA,3,"ENH1","native","shrub","Asteraceae","Artemisia californica","perennial",NA,"NA_3","NA_3_Artemisia californica"
"83",2019,NA,3,"ENH1","native","shrub","Asteraceae","Artemisia californica","perennial",NA,"NA_3","NA_3_Artemisia californica"
"84",2019,NA,3,"ENH1","native","shrub","Asteraceae","Artemisia californica","perennial",NA,"NA_3","NA_3_Artemisia californica"
"85",2019,NA,3,"ENH1","native","shrub","Asteraceae","Artemisia californica","perennial",NA,"NA_3","NA_3_Artemisia californica"
"86",2019,NA,1,"DEG1","nonnative","grass","Poaceae","Avena barbata","annual",NA,"NA_1","NA_1_Avena barbata"
"87",2019,NA,3,"DEG1","nonnative","grass","Poaceae","Avena barbata","annual",NA,"NA_3","NA_3_Avena barbata"
"88",2019,NA,1,"Intact1","nonnative","grass","Poaceae","Avena barbata","annual",NA,"NA_1","NA_1_Avena barbata"
"89",2019,NA,4,"ENH2","nonnative","grass","Poaceae","Avena barbata","annual",NA,"NA_4","NA_4_Avena barbata"
"90",2019,NA,4,"ENH2","nonnative","grass","Poaceae","Avena barbata","annual",NA,"NA_4","NA_4_Avena barbata"
"91",2019,NA,4,"ENH2","nonnative","grass","Poaceae","Avena barbata","annual",NA,"NA_4","NA_4_Avena barbata"
"92",2019,NA,2,"DEG1","native","shrub","Asteraceae","Baccharis pilularis","perennial",NA,"NA_2","NA_2_Baccharis pilularis"
"93",2019,NA,3,"ENH1","native","shrub","Asteraceae","Baccharis pilularis","perennial",NA,"NA_3","NA_3_Baccharis pilularis"
"94",2019,NA,1,"Intact1","nonnative","grass","Poaceae","Bromus diandrus","annual",NA,"NA_1","NA_1_Bromus diandrus"
"95",2019,NA,2,"Intact2","nonnative","grass","Poaceae","Bromus diandrus","annual",NA,"NA_2","NA_2_Bromus diandrus"
"96",2019,NA,3,"Intact3","nonnative","grass","Poaceae","Bromus diandrus","annual",NA,"NA_3","NA_3_Bromus diandrus"
"97",2019,NA,4,"ENH2","nonnative","grass","Poaceae","Bromus diandrus","annual",NA,"NA_4","NA_4_Bromus diandrus"
"98",2019,NA,4,"ENH2","nonnative","grass","Poaceae","Bromus diandrus","annual",NA,"NA_4","NA_4_Bromus diandrus"
"99",2019,NA,3,"Intact3","nonnative","grass","Poaceae","Bromus hordeaceus","annual",NA,"NA_3","NA_3_Bromus hordeaceus"
"100",2019,NA,4,"ENH2","nonnative","grass","Poaceae","Bromus hordeaceus","annual",NA,"NA_4","NA_4_Bromus hordeaceus"
"101",2019,NA,4,"ENH2","nonnative","grass","Poaceae","Bromus hordeaceus","annual",NA,"NA_4","NA_4_Bromus hordeaceus"
"102",2019,NA,4,"ENH2","nonnative","grass","Poaceae","Bromus hordeaceus","annual",NA,"NA_4","NA_4_Bromus hordeaceus"
"103",2019,NA,3,"Intact3","nonnative","grass","Poaceae","Bromus rubens","annual",NA,"NA_3","NA_3_Bromus rubens"
"104",2019,NA,1,"DEG1","nonnative","grass","Poaceae","Bromus rubens","annual",NA,"NA_1","NA_1_Bromus rubens"
"105",2019,NA,3,"DEG1","nonnative","grass","Poaceae","Bromus rubens","annual",NA,"NA_3","NA_3_Bromus rubens"
"106",2019,NA,1,"Intact1","nonnative","grass","Poaceae","Bromus rubens","annual",NA,"NA_1","NA_1_Bromus rubens"
"107",2019,NA,2,"Intact2","nonnative","grass","Poaceae","Bromus rubens","annual",NA,"NA_2","NA_2_Bromus rubens"
"108",2019,NA,4,"ENH2","nonnative","grass","Poaceae","Bromus rubens","annual",NA,"NA_4","NA_4_Bromus rubens"
"109",2019,NA,4,"ENH2","nonnative","grass","Poaceae","Bromus rubens","annual",NA,"NA_4","NA_4_Bromus rubens"
"110",2019,NA,4,"ENH2","nonnative","grass","Poaceae","Bromus rubens","annual",NA,"NA_4","NA_4_Bromus rubens"
"111",2019,NA,1,"ENH1","native","herb","Liliaceae","Calochortus clavatus","perennial",NA,"NA_1","NA_1_Calochortus clavatus"
"112",2019,NA,2,"Intact2","native","herb","Liliaceae","Calochortus clavatus","perennial",NA,"NA_2","NA_2_Calochortus clavatus"
"113",2019,NA,1,"ENH1","native","herb","Convolvulaceae","Calystegia macrostegia","perennial",NA,"NA_1","NA_1_Calystegia macrostegia"
"114",2019,NA,1,"Intact1","native","herb","Asteraceae","Carduus pycnocephalus","annual",NA,"NA_1","NA_1_Carduus pycnocephalus"
"115",2019,NA,3,"Intact3","native","shrub","Rhamnaceae","Ceanothus oliganthus","perennial",NA,"NA_3","NA_3_Ceanothus oliganthus"
"116",2019,NA,3,"Intact3","native","shrub","Rhamnaceae","Ceanothus oliganthus","perennial",NA,"NA_3","NA_3_Ceanothus oliganthus"
"117",2019,NA,3,"Intact3","nonnative","herb","Asteraceae","Centaurea calcitrapa","annual",NA,"NA_3","NA_3_Centaurea calcitrapa"
"118",2019,NA,2,"Intact2","nonnative","herb","Asteraceae","Centaurea melitensis","annual",NA,"NA_2","NA_2_Centaurea melitensis"
"119",2019,NA,4,"ENH2","nonnative","herb","Asteraceae","Centaurea melitensis","annual",NA,"NA_4","NA_4_Centaurea melitensis"
"120",2019,NA,4,"ENH2","nonnative","herb","Asteraceae","Centaurea melitensis","annual",NA,"NA_4","NA_4_Centaurea melitensis"
"121",2019,NA,5,"DEG2","native","herb","Amaranthaceae","Chenopodium californicum","perennial",NA,"NA_5","NA_5_Chenopodium californicum"
"122",2019,NA,6,"DEG2","native","herb","Amaranthaceae","Chenopodium californicum","perennial",NA,"NA_6","NA_6_Chenopodium californicum"
"123",2019,NA,1,"Intact1","native","herb","Agavaceae","Chlorogalum pomeridianum","perennial",NA,"NA_1","NA_1_Chlorogalum pomeridianum"
"124",2019,NA,2,"ENH1","native","herb","Montiaceae","Claytonia perfoliata","annual",NA,"NA_2","NA_2_Claytonia perfoliata"
"125",2019,NA,1,"Intact1","native","herb","Montiaceae","Claytonia perfoliata","annual",NA,"NA_1","NA_1_Claytonia perfoliata"
"126",2019,NA,1,"DEG1","native","herb","Themidaceae","Dipterostemon capitatus","perennial",NA,"NA_1","NA_1_Dipterostemon capitatus"
"127",2019,NA,2,"DEG1","native","herb","Themidaceae","Dipterostemon capitatus","perennial",NA,"NA_2","NA_2_Dipterostemon capitatus"
"128",2019,NA,3,"DEG1","native","herb","Themidaceae","Dipterostemon capitatus","perennial",NA,"NA_3","NA_3_Dipterostemon capitatus"
"129",2019,NA,4,"DEG2","native","herb","Themidaceae","Dipterostemon capitatus","perennial",NA,"NA_4","NA_4_Dipterostemon capitatus"
"130",2019,NA,5,"DEG2","native","herb","Themidaceae","Dipterostemon capitatus","perennial",NA,"NA_5","NA_5_Dipterostemon capitatus"
"131",2019,NA,1,"ENH1","native","herb","Themidaceae","Dipterostemon capitatus","perennial",NA,"NA_1","NA_1_Dipterostemon capitatus"
"132",2019,NA,2,"ENH1","native","herb","Themidaceae","Dipterostemon capitatus","perennial",NA,"NA_2","NA_2_Dipterostemon capitatus"
"133",2019,NA,3,"ENH1","native","herb","Themidaceae","Dipterostemon capitatus","perennial",NA,"NA_3","NA_3_Dipterostemon capitatus"
"134",2019,NA,2,"ENH1","native","grass","Poaceae","Elymus condensatus","perennial",NA,"NA_2","NA_2_Elymus condensatus"
"135",2019,NA,2,"Intact2","native","grass","Poaceae","Elymus condensatus","perennial",NA,"NA_2","NA_2_Elymus condensatus"
"136",2019,NA,3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial",NA,"NA_3","NA_3_Eriodictyon crassifolium"
"137",2019,NA,3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial",NA,"NA_3","NA_3_Eriodictyon crassifolium"
"138",2019,NA,3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial",NA,"NA_3","NA_3_Eriodictyon crassifolium"
"139",2019,NA,3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial",NA,"NA_3","NA_3_Eriodictyon crassifolium"
"140",2019,NA,3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial",NA,"NA_3","NA_3_Eriodictyon crassifolium"
"141",2019,NA,3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial",NA,"NA_3","NA_3_Eriodictyon crassifolium"
"142",2019,NA,3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial",NA,"NA_3","NA_3_Eriodictyon crassifolium"
"143",2019,NA,3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial",NA,"NA_3","NA_3_Eriodictyon crassifolium"
"144",2019,NA,3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial",NA,"NA_3","NA_3_Eriodictyon crassifolium"
"145",2019,NA,3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial",NA,"NA_3","NA_3_Eriodictyon crassifolium"
"146",2019,NA,3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial",NA,"NA_3","NA_3_Eriodictyon crassifolium"
"147",2019,NA,3,"Intact3","native","shrub","Namaceae","Eriodictyon crassifolium","perennial",NA,"NA_3","NA_3_Eriodictyon crassifolium"
"148",2019,NA,3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial",NA,"NA_3","NA_3_Eriodictyon crassifolium"
"149",2019,NA,3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial",NA,"NA_3","NA_3_Eriodictyon crassifolium"
"150",2019,NA,3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial",NA,"NA_3","NA_3_Eriodictyon crassifolium"
"151",2019,NA,3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial",NA,"NA_3","NA_3_Eriodictyon crassifolium"
"152",2019,NA,3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial",NA,"NA_3","NA_3_Eriodictyon crassifolium"
"153",2019,NA,3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial",NA,"NA_3","NA_3_Eriodictyon crassifolium"
"154",2019,NA,3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial",NA,"NA_3","NA_3_Eriodictyon crassifolium"
"155",2019,NA,3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial",NA,"NA_3","NA_3_Eriodictyon crassifolium"
"156",2019,NA,3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial",NA,"NA_3","NA_3_Eriodictyon crassifolium"
"157",2019,NA,3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial",NA,"NA_3","NA_3_Eriodictyon crassifolium"
"158",2019,NA,3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial",NA,"NA_3","NA_3_Eriodictyon crassifolium"
"159",2019,NA,3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial",NA,"NA_3","NA_3_Eriodictyon crassifolium"
"160",2019,NA,3,"ENH1","native","shrub","Namaceae","Eriodictyon crassifolium","perennial",NA,"NA_3","NA_3_Eriodictyon crassifolium"
"161",2019,NA,4,"DEG2","native","shrub","Polygonaceae","Eriogonum fasciculatum","perennial",NA,"NA_4","NA_4_Eriogonum fasciculatum"
"162",2019,NA,1,"DEG1","nonnative","herb","Geraniaceae","Erodium spp.","annual",NA,"NA_1","NA_1_Erodium spp."
"163",2019,NA,2,"ENH1","nonnative","herb","Geraniaceae","Erodium spp.","annual",NA,"NA_2","NA_2_Erodium spp."
"164",2019,NA,4,"ENH2","nonnative","herb","Geraniaceae","Erodium spp.","annual",NA,"NA_4","NA_4_Erodium spp."
"165",2019,NA,2,"Intact2","nonnative","herb","Geraniaceae","Erodium spp.","annual",NA,"NA_2","NA_2_Erodium spp."
"166",2019,NA,2,"Intact2","native","herb","Hydrophyllaceae","Eucrypta chrysanthemifolia","annual",NA,"NA_2","NA_2_Eucrypta chrysanthemifolia"
"167",2019,NA,1,"Intact1","native","herb","Hydrophyllaceae","Eucrypta chrysanthemifolia","annual",NA,"NA_1","NA_1_Eucrypta chrysanthemifolia"
"168",2019,NA,3,"Intact3","native","herb","Hydrophyllaceae","Eucrypta chrysanthemifolia","annual",NA,"NA_3","NA_3_Eucrypta chrysanthemifolia"
"169",2019,NA,1,"Intact1","native","herb","Rubiaceae","Galium porrigens","perennial",NA,"NA_1","NA_1_Galium porrigens"
"170",2019,NA,2,"Intact2","native","herb","Rubiaceae","Galium porrigens","perennial",NA,"NA_2","NA_2_Galium porrigens"
"171",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"172",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"173",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"174",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"175",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"176",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"177",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"178",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"179",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"180",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"181",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"182",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"183",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"184",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"185",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"186",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"187",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"188",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"189",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"190",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"191",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"192",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"193",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"194",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"195",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"196",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"197",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"198",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
"199",2019,NA,1,"Intact1","native","shrub","Rosaceae","Heteromeles arbutifolia","perennial",NA,"NA_1","NA_1_Heteromeles arbutifolia"
